"carat","cut","color","clarity","depth","table","x","y","z","target"
1.5,"Very Good","H","SI1",58.8,63,7.42,7.38,4.35,"dorogo"
1.23,"Premium","G","VS1",59.8,57,6.99,6.96,4.17,"dorogo"
1.2,"Very Good","F","VS1",58.7,59,6.89,7.07,4.1,"dorogo"
1.52,"Ideal","E","SI2",60.1,57,7.53,7.49,4.51,"dorogo"
1.52,"Premium","E","SI2",62.9,59,7.31,7.26,4.58,"dorogo"
1.52,"Very Good","I","VS1",62.2,63,7.26,7.23,4.51,"dorogo"
1.5,"Premium","H","SI1",59.2,62,7.55,7.49,4.45,"dorogo"
1.32,"Ideal","G","VS2",61.1,57,7.13,7.07,4.34,"dorogo"
1.35,"Premium","G","VS2",61.1,58,7.16,7.12,4.36,"dorogo"
1.76,"Premium","E","SI2",62.1,58,7.7,7.62,4.74,"dorogo"
1.22,"Ideal","F","VS1",62.6,55,6.82,6.86,4.28,"dorogo"
1.22,"Ideal","F","VS1",61.5,56,6.84,6.89,4.22,"dorogo"
1.22,"Premium","D","VS2",62,60,6.74,6.79,4.22,"dorogo"
1.51,"Good","I","VS1",63.6,57,7.14,7.21,4.56,"dorogo"
1.7,"Very Good","J","VS2",62.9,58,7.55,7.59,4.76,"dorogo"
1.5,"Ideal","I","VS2",62.6,57,7.26,7.31,4.56,"dorogo"
1.25,"Ideal","F","VS1",62,55,6.91,6.95,4.3,"dorogo"
1.2,"Very Good","F","VS1",62.9,57,6.73,6.78,4.25,"dorogo"
1.19,"Ideal","G","VVS2",60.7,57,6.8,6.85,4.14,"dorogo"
1.25,"Ideal","G","VS2",60.9,57,6.96,6.99,4.25,"dorogo"
1.52,"Very Good","J","VVS1",63.6,56,7.26,7.33,4.64,"dorogo"
1.2,"Ideal","D","VS2",61.4,55,6.87,6.78,4.19,"dorogo"
1.02,"Very Good","G","VVS2",62.7,58,6.36,6.4,4,"dorogo"
1.53,"Ideal","I","VS2",62.2,57,7.39,7.33,4.58,"dorogo"
1.53,"Ideal","G","SI2",62.5,57,7.39,7.32,4.6,"dorogo"
1.53,"Premium","J","IF",61.1,58,7.45,7.41,4.54,"dorogo"
1.53,"Premium","F","SI2",62.7,60,7.34,7.28,4.58,"dorogo"
1.7,"Premium","E","SI2",59.8,59,7.76,7.66,4.61,"dorogo"
1.2,"Ideal","F","VS1",60.7,57,6.89,6.85,4.17,"dorogo"
1.02,"Ideal","F","VVS2",62.3,58,6.42,6.45,4.01,"dorogo"
1.03,"Ideal","F","VVS1",62.6,57,6.49,6.38,4.03,"dorogo"
1.54,"Ideal","I","VS2",60.2,59,7.52,7.57,4.54,"dorogo"
1.55,"Premium","G","SI1",59.8,59,7.47,7.45,4.46,"dorogo"
1.62,"Ideal","I","VS2",62.4,57,7.45,7.51,4.67,"dorogo"
1.2,"Ideal","H","VVS1",60.2,57,6.87,6.94,4.15,"dorogo"
1.73,"Premium","H","SI1",61.8,59,7.71,7.66,4.75,"dorogo"
1.2,"Very Good","G","VVS1",62.8,56,6.73,6.75,4.23,"dorogo"
1.56,"Good","I","VS2",57.2,62,7.66,7.72,4.4,"dorogo"
2,"Fair","I","SI2",65,57,8.01,7.96,5.19,"dorogo"
1.5,"Very Good","I","VS2",62.2,59,7.34,7.3,4.55,"dorogo"
1.61,"Ideal","I","SI1",62.7,55,7.54,7.48,4.71,"dorogo"
1.12,"Premium","G","IF",61.2,58,6.7,6.67,4.09,"dorogo"
1.5,"Very Good","I","VVS2",64,54,7.19,7.27,4.63,"dorogo"
1.5,"Ideal","I","VS1",62,53,7.4,7.35,4.57,"dorogo"
1.71,"Ideal","H","VS2",61.9,57,7.67,7.61,4.73,"dorogo"
1.5,"Good","H","VS2",64,58,7.14,7.17,4.58,"dorogo"
1.37,"Ideal","H","VVS2",61.3,56,7.13,7.2,4.39,"dorogo"
1.05,"Ideal","E","VS2",61.7,55,6.54,6.55,4.04,"dorogo"
1.54,"Ideal","H","SI2",60.9,56,7.45,7.43,4.53,"dorogo"
1.11,"Ideal","E","VS2",61,57,6.65,6.7,4.08,"dorogo"
1.2,"Ideal","G","VS1",62,55,6.81,6.87,4.24,"dorogo"
1.2,"Ideal","G","VS1",61.9,58,6.76,6.8,4.2,"dorogo"
1.06,"Ideal","D","VS1",62,57,6.49,6.54,4.04,"dorogo"
1.67,"Premium","H","SI2",61.6,57,7.66,7.61,4.7,"dorogo"
1.51,"Very Good","D","SI2",59.7,58,7.43,7.48,4.45,"dorogo"
1.01,"Premium","F","IF",62.3,57,6.5,6.35,4,"dorogo"
1.17,"Ideal","G","VVS2",61.6,56,6.77,6.83,4.18,"dorogo"
1.64,"Very Good","H","SI2",60.7,59,7.61,7.65,4.63,"dorogo"
1.22,"Ideal","F","VS1",62.2,57,6.85,6.81,4.25,"dorogo"
1.12,"Ideal","F","VVS2",61.4,57,6.69,6.66,4.1,"dorogo"
0.91,"Ideal","E","VVS1",61.7,56,6.18,6.23,3.83,"dorogo"
1.51,"Very Good","I","VS1",61.8,63,7.34,7.28,4.52,"dorogo"
1.51,"Premium","I","VS1",60,58,7.51,7.45,4.49,"dorogo"
1.1,"Ideal","F","VVS2",61.2,56,6.65,6.68,4.08,"dorogo"
1.2,"Ideal","F","VS1",62,55,6.81,6.83,4.23,"dorogo"
1.01,"Very Good","E","VVS2",63.4,56,6.32,6.37,4.02,"dorogo"
1.52,"Very Good","H","SI1",60.9,59,7.43,7.49,4.54,"dorogo"
1.5,"Premium","G","SI1",61.2,58,7.34,7.44,4.52,"dorogo"
1.5,"Very Good","G","SI1",61.5,59,7.31,7.39,4.52,"dorogo"
1.06,"Ideal","G","VVS2",61.4,56,6.56,6.62,4.04,"dorogo"
1.02,"Ideal","F","VVS1",62.4,56,6.44,6.42,4.01,"dorogo"
1.51,"Premium","E","SI1",62.9,62,7.31,7.21,4.57,"dorogo"
1.18,"Premium","F","VS1",60.7,55,6.87,6.8,4.15,"dorogo"
1.09,"Ideal","D","VS1",62.3,56,6.63,6.59,4.12,"dorogo"
2.03,"Good","I","SI2",63.8,63,7.89,7.84,5.02,"dorogo"
1.44,"Premium","F","SI1",62.9,58,7.2,7.14,4.51,"dorogo"
1.21,"Very Good","F","VS1",61.1,61,6.79,6.87,4.17,"dorogo"
2.01,"Premium","I","SI2",62.5,60,8.04,7.95,5,"dorogo"
2.01,"Premium","I","SI2",62.1,60,8.1,8.03,5.01,"dorogo"
2.01,"Premium","I","SI2",63,59,8.04,7.97,5.04,"dorogo"
1.76,"Premium","I","VS2",62.4,58,7.7,7.65,4.79,"dorogo"
1.76,"Ideal","F","SI2",62.6,55,7.69,7.64,4.8,"dorogo"
1.54,"Premium","I","VS2",59.8,59,7.61,7.53,4.53,"dorogo"
1,"Good","F","IF",60.7,64,6.42,6.4,3.89,"dorogo"
1.23,"Ideal","F","VS1",62.5,54,6.82,6.85,4.27,"dorogo"
1,"Premium","D","VVS2",61.3,58,6.42,6.37,3.92,"dorogo"
1.5,"Very Good","H","SI1",60.7,63,7.3,7.27,4.42,"dorogo"
1.75,"Ideal","J","VS2",62.1,57,7.71,7.66,4.77,"dorogo"
1.51,"Very Good","G","SI1",63.4,58,7.19,7.3,4.59,"dorogo"
1.52,"Very Good","I","SI1",62,58,7.34,7.4,4.57,"dorogo"
1.77,"Premium","G","SI2",62.7,59,7.67,7.66,4.8,"dorogo"
2.68,"Very Good","I","I1",63.5,56,8.81,8.77,5.58,"dorogo"
1.01,"Very Good","F","VVS1",62.8,60,6.4,6.34,4,"dorogo"
1.09,"Ideal","F","VVS2",62.5,55,6.52,6.6,4.1,"dorogo"
1.1,"Ideal","F","VS1",61.5,56,6.63,6.66,4.09,"dorogo"
1.51,"Good","D","SI1",64.1,62,7.21,7.15,4.6,"dorogo"
1.2,"Premium","G","VS2",62.5,58,6.74,6.67,4.19,"dorogo"
1.44,"Good","G","VS1",63.6,58,7.01,6.96,4.44,"dorogo"
1.51,"Fair","H","VS2",57.4,61,7.49,7.63,4.34,"dorogo"
1.06,"Very Good","E","VVS2",63.4,55,6.46,6.51,4.11,"dorogo"
1.07,"Very Good","D","VS1",59.9,55,6.69,6.71,4.01,"dorogo"
1.6,"Ideal","J","VS2",62.1,56,7.47,7.51,4.65,"dorogo"
1.51,"Good","H","SI1",61.8,62,7.25,7.29,4.49,"dorogo"
1.51,"Premium","I","VS2",60.5,59,7.44,7.41,4.49,"dorogo"
1.7,"Fair","H","SI2",64.5,55,7.58,7.52,4.87,"dorogo"
1.33,"Premium","G","VS2",58.6,61,7.21,7.17,4.21,"dorogo"
1.33,"Premium","G","VS2",62.3,59,7.02,6.97,4.36,"dorogo"
1.62,"Very Good","I","VS2",62,60,7.5,7.57,4.67,"dorogo"
1.7,"Very Good","J","VS1",63.6,58,7.52,7.54,4.79,"dorogo"
1.45,"Very Good","I","IF",60.6,61,7.32,7.41,4.46,"dorogo"
1.57,"Ideal","J","VS1",62.1,54,7.46,7.49,4.64,"dorogo"
1.03,"Ideal","G","VVS1",61.5,57,6.47,6.52,3.99,"dorogo"
1.65,"Premium","F","SI2",60.5,61,7.7,7.65,4.64,"dorogo"
1.23,"Very Good","F","VS1",59.1,58,7.06,7.09,4.18,"dorogo"
1.51,"Very Good","H","SI1",62.1,59,7.28,7.33,4.54,"dorogo"
1.12,"Ideal","D","VS1",61.1,57,6.68,6.75,4.1,"dorogo"
1.51,"Ideal","H","SI1",62.7,56,7.32,7.38,4.61,"dorogo"
1.63,"Ideal","I","SI1",61.3,56,7.64,7.56,4.66,"dorogo"
1.5,"Premium","H","SI1",58.8,59,7.53,7.47,4.41,"dorogo"
1.5,"Premium","H","SI1",62.4,58,7.33,7.28,4.56,"dorogo"
1.57,"Very Good","D","SI2",62.9,61,7.37,7.41,4.65,"dorogo"
1.13,"Premium","G","IF",61.2,59,6.78,6.71,4.13,"dorogo"
1.23,"Ideal","G","VVS2",61,55,6.95,6.93,4.23,"dorogo"
1.33,"Premium","G","VS1",62.7,58,6.96,7.01,4.38,"dorogo"
1.52,"Premium","H","SI1",61,58,7.44,7.39,4.52,"dorogo"
1.52,"Ideal","H","SI1",61.8,57,7.43,7.32,4.56,"dorogo"
1.5,"Good","I","VS1",57.2,62,7.64,7.61,4.36,"dorogo"
1.5,"Good","I","VS1",57.2,62,7.64,7.61,4.36,"dorogo"
1.25,"Premium","F","VS2",60.8,58,6.98,6.93,4.23,"dorogo"
1.07,"Ideal","G","VVS1",61.4,55,6.59,6.66,4.06,"dorogo"
1.52,"Ideal","G","SI1",60.7,57,7.41,7.38,4.49,"dorogo"
1.77,"Premium","J","SI1",61.3,59,7.83,7.71,4.76,"dorogo"
1.51,"Very Good","I","VS1",60.5,60,7.42,7.46,4.5,"dorogo"
1.55,"Ideal","G","SI2",60.7,55,7.54,7.51,4.57,"dorogo"
1.52,"Premium","H","VS2",60.6,61,7.46,7.42,4.51,"dorogo"
1.52,"Fair","D","SI1",64.6,64,7.18,7.16,4.63,"dorogo"
1.04,"Very Good","E","VVS2",62.8,58,6.42,6.45,4.04,"dorogo"
1.59,"Premium","E","SI1",58.8,59,7.69,7.61,4.5,"dorogo"
1.22,"Very Good","G","VVS2",59.3,58,6.97,6.99,4.14,"dorogo"
1.5,"Very Good","H","VS2",62,55,7.26,7.37,4.57,"dorogo"
1.71,"Very Good","J","VS1",61.2,59,7.65,7.72,4.7,"dorogo"
1.59,"Premium","G","SI1",62.2,58,7.51,7.45,4.65,"dorogo"
1.18,"Ideal","E","VS1",62.4,54,6.74,6.79,4.22,"dorogo"
1.51,"Premium","G","SI1",60.3,59,7.39,7.44,4.47,"dorogo"
1.12,"Ideal","E","VS2",61.9,56,6.65,6.68,4.13,"dorogo"
1.01,"Premium","E","VVS2",61.8,59,6.42,6.39,3.96,"dorogo"
1.01,"Premium","E","VVS2",62.4,58,6.42,6.36,3.99,"dorogo"
1.06,"Ideal","E","VVS2",61,57,6.63,6.54,4.02,"dorogo"
1.76,"Ideal","I","SI2",61.2,55,7.79,7.76,4.76,"dorogo"
1.32,"Ideal","G","VS1",61.4,54,7.09,7.13,4.37,"dorogo"
2.43,"Premium","G","I1",61.7,60,8.54,8.49,5.25,"dorogo"
1.53,"Premium","F","SI2",62.6,57,7.37,7.33,4.6,"dorogo"
1.5,"Good","D","SI1",63.4,63,7.19,7.23,4.57,"dorogo"
1.26,"Premium","D","VS2",62.5,59,6.91,6.85,4.3,"dorogo"
1,"Premium","F","VVS1",61,60,6.39,6.43,3.91,"dorogo"
2.01,"Ideal","J","SI1",62.8,58,8.02,7.97,5.02,"dorogo"
2.04,"Premium","G","I1",62.4,58,8.08,8.17,5.07,"dorogo"
1.51,"Very Good","E","SI2",58.8,58,7.53,7.61,4.45,"dorogo"
2.02,"Premium","J","SI2",59.7,56,8.18,8.13,4.87,"dorogo"
1.02,"Very Good","F","VVS2",63.7,59,6.34,6.38,4.05,"dorogo"
1.35,"Very Good","G","VS1",60.1,56,7.16,7.21,4.32,"dorogo"
1.63,"Premium","I","SI1",61.7,58,7.54,7.51,4.64,"dorogo"
1.63,"Premium","G","SI2",62.5,57,7.57,7.54,4.72,"dorogo"
1.5,"Ideal","I","VS2",62.4,54.1,7.3,7.35,4.57,"dorogo"
1.63,"Good","I","SI1",63.7,58,7.48,7.4,4.74,"dorogo"
1.51,"Very Good","E","SI2",61.8,57,7.34,7.32,4.53,"dorogo"
1.11,"Ideal","G","VVS2",61.8,56,6.66,6.69,4.12,"dorogo"
1.34,"Very Good","H","VVS2",59.7,60,7.19,7.22,4.3,"dorogo"
1.01,"Ideal","E","VVS2",62.7,56,6.42,6.46,4.04,"dorogo"
1.24,"Premium","D","VS2",59.3,58,7.03,7.09,4.19,"dorogo"
1.24,"Premium","F","VS1",60.1,59,6.99,7.02,4.21,"dorogo"
1.24,"Very Good","G","VS1",60.2,58,6.96,7,4.2,"dorogo"
1,"Very Good","D","VVS2",59.9,61,6.42,6.5,3.87,"dorogo"
1,"Very Good","D","VVS2",63,59,6.35,6.38,4.01,"dorogo"
1.51,"Good","G","VS2",63.7,57,7.21,7.18,4.58,"dorogo"
1.2,"Ideal","G","VVS1",61.2,56,6.89,6.86,4.21,"dorogo"
1.5,"Ideal","E","SI1",62.4,56,7.36,7.31,4.58,"dorogo"
1.7,"Very Good","H","SI2",63.8,55,7.47,7.55,4.79,"dorogo"
1.53,"Premium","G","SI1",61.7,59,7.4,7.31,4.54,"dorogo"
1.41,"Ideal","H","VS1",60.7,56,7.31,7.22,1.41,"dorogo"
1.22,"Premium","D","VS2",59.4,59,6.99,6.92,4.13,"dorogo"
1.22,"Ideal","F","VS1",61.5,56,6.89,6.84,4.22,"dorogo"
1.22,"Premium","D","VS2",62,60,6.79,6.74,4.22,"dorogo"
1.22,"Ideal","F","VS1",62.6,55,6.86,6.82,4.28,"dorogo"
1.21,"Premium","G","VVS2",62.5,55,6.84,6.8,4.26,"dorogo"
1.5,"Very Good","I","VS1",60.4,59,7.35,7.42,4.46,"dorogo"
1.23,"Ideal","F","VS2",61.9,57,6.86,6.9,4.26,"dorogo"
1.71,"Premium","I","SI2",60.6,57,7.78,7.71,4.69,"dorogo"
1.5,"Premium","I","VS1",60.8,61,7.39,7.35,4.48,"dorogo"
1.25,"Ideal","F","VS1",62,55,6.95,6.91,4.3,"dorogo"
1.5,"Ideal","I","VS2",62.6,57,7.31,7.26,4.56,"dorogo"
1.51,"Premium","H","SI1",60.3,62,7.54,7.41,4.51,"dorogo"
1.55,"Premium","H","SI1",60.7,58,7.5,7.46,4.54,"dorogo"
1.5,"Good","H","SI1",64.3,60,7.14,7.23,4.62,"dorogo"
1.5,"Premium","H","SI1",62.7,58,7.27,7.34,4.58,"dorogo"
1.96,"Premium","H","SI2",60.4,62,7.96,7.9,4.79,"dorogo"
1.46,"Very Good","F","SI1",62.8,59,7.13,7.18,4.49,"dorogo"
1.58,"Good","H","SI1",63.1,58,7.33,7.38,4.64,"dorogo"
1.58,"Good","I","VS1",58.6,62,7.59,7.66,4.47,"dorogo"
1.7,"Premium","G","SI1",62.4,59,7.63,7.57,4.74,"dorogo"
1.21,"Premium","G","VVS2",61.3,56,6.88,6.85,4.21,"dorogo"
1.52,"Very Good","H","SI1",63.4,55,7.25,7.3,4.61,"dorogo"
2.01,"Very Good","I","SI2",61.4,63,8.19,7.96,4.96,"dorogo"
1.52,"Very Good","D","SI2",59.1,58,7.45,7.48,4.41,"dorogo"
1.16,"Ideal","G","VVS1",61.9,55,6.75,6.78,4.19,"dorogo"
1.5,"Very Good","D","SI2",63.1,56,7.17,7.28,4.56,"dorogo"
1.2,"Ideal","G","VVS1",62.8,56,6.75,6.73,4.23,"dorogo"
1.56,"Good","F","SI2",57.5,58,7.82,7.67,4.45,"dorogo"
1.6,"Premium","I","VS2",60.2,58,7.63,7.56,4.57,"dorogo"
1.56,"Good","I","VS2",57.2,62,7.72,7.66,4.4,"dorogo"
1.05,"Ideal","F","VVS1",62.7,57,6.5,6.41,4.05,"dorogo"
1.2,"Ideal","G","VVS2",62.5,54.4,6.75,6.82,4.24,"dorogo"
1.09,"Ideal","F","VS1",61.6,55,6.62,6.67,4.09,"dorogo"
1.56,"Ideal","I","SI1",62.5,54,7.45,7.37,4.63,"dorogo"
1.24,"Ideal","G","VVS2",61.2,56,6.92,6.88,4.22,"dorogo"
0.34,"Premium","I","VVS1",62.4,59,4.4,4.44,2.76,"dewevo"
0.34,"Good","D","SI1",63.1,57,4.44,4.46,2.81,"dewevo"
0.34,"Ideal","I","VVS1",61.8,56,4.47,4.5,2.77,"dewevo"
0.34,"Premium","I","VVS1",60.5,59,4.48,4.54,2.73,"dewevo"
0.34,"Premium","D","SI1",59.7,59,4.54,4.57,2.72,"dewevo"
0.34,"Very Good","D","SI1",62,56,4.43,4.47,2.76,"dewevo"
0.34,"Ideal","D","SI1",61.3,57,4.44,4.5,2.74,"dewevo"
0.34,"Premium","I","VVS1",62.6,58,4.45,4.47,2.79,"dewevo"
0.34,"Premium","D","SI1",62.4,58,4.42,4.46,2.77,"dewevo"
0.34,"Ideal","D","SI1",60.6,56,4.51,4.54,2.74,"dewevo"
0.31,"Very Good","G","VVS2",62.7,55,4.32,4.35,2.72,"dewevo"
0.41,"Very Good","J","VS2",61.6,57,4.79,4.82,2.96,"dewevo"
0.35,"Ideal","I","VVS1",61.8,55,4.53,4.56,2.81,"dewevo"
0.27,"Ideal","G","VVS1",62.5,56,4.15,4.18,2.6,"dewevo"
0.31,"Ideal","E","VS2",61.7,57,4.35,4.37,2.69,"dewevo"
0.31,"Ideal","G","VS1",60.6,56,4.38,4.4,2.66,"dewevo"
0.31,"Ideal","G","SI1",61.6,56,4.36,4.4,2.7,"dewevo"
0.31,"Ideal","G","SI1",61.6,55,4.37,4.39,2.7,"dewevo"
0.31,"Ideal","G","SI1",61.7,55,4.38,4.4,2.71,"dewevo"
0.27,"Ideal","G","IF",61.2,57,4.17,4.2,2.56,"dewevo"
0.27,"Ideal","G","IF",62,56,4.14,4.17,2.58,"dewevo"
0.5,"Fair","F","I1",67.1,57,4.92,4.87,3.28,"dewevo"
0.5,"Fair","F","I1",68.3,58,4.91,4.78,3.32,"dewevo"
0.33,"Very Good","E","VS2",62.8,56,4.4,4.42,2.77,"dewevo"
0.33,"Very Good","E","VS2",61.9,58,4.42,4.47,2.75,"dewevo"
0.28,"Very Good","F","VVS2",60.2,58,4.26,4.28,2.57,"dewevo"
0.32,"Ideal","H","VVS2",59.8,57,4.48,4.52,2.69,"dewevo"
0.32,"Ideal","H","VVS2",61.5,55,4.41,4.44,2.72,"dewevo"
0.32,"Ideal","H","VVS2",62.2,54,4.42,4.46,2.76,"dewevo"
0.32,"Ideal","H","VVS2",61.6,55,4.43,4.46,2.74,"dewevo"
2.06,"Very Good","F","I1",58.7,61,8.31,8.33,4.88,"dorogo"
1.52,"Premium","D","SI2",61.5,60,7.44,7.39,4.56,"dorogo"
1.65,"Very Good","G","SI2",62.2,58,7.55,7.62,4.72,"dorogo"
1.86,"Good","G","SI2",63.8,55,7.79,7.73,4.95,"dorogo"
1.88,"Very Good","D","SI2",63.2,60,7.84,7.79,4.94,"dorogo"
1.11,"Very Good","F","VVS2",60.8,57,6.7,6.73,4.08,"dorogo"
2.01,"Premium","J","SI1",61.7,60,8.12,8.09,5,"dorogo"
1.59,"Ideal","G","VS2",61.8,56,7.51,7.44,4.62,"dorogo"
1.13,"Ideal","E","VS2",61.7,57,6.67,6.71,4.13,"dorogo"
1.31,"Very Good","F","VS1",59.1,60,7.13,7.18,4.23,"dorogo"
1.03,"Ideal","D","VVS2",62,56,6.46,6.55,4.03,"dorogo"
1.17,"Ideal","G","VVS1",62.2,53,6.76,6.79,4.21,"dorogo"
1.17,"Ideal","G","VVS1",61.9,56,6.73,6.78,4.18,"dorogo"
1.64,"Ideal","E","SI1",60.7,55,7.67,7.64,4.65,"dorogo"
1.53,"Very Good","I","VS2",62.8,59,7.27,7.31,4.58,"dorogo"
1.26,"Very Good","E","VS2",59.5,57,7.03,7.15,4.22,"dorogo"
2.04,"Fair","I","SI2",66.6,56,7.8,7.77,5.19,"dorogo"
1.23,"Very Good","G","VVS2",62,58,6.77,6.82,4.21,"dorogo"
1.5,"Very Good","I","VS2",60.8,58,7.36,7.42,4.49,"dorogo"
1.07,"Very Good","F","VVS1",60.2,58,6.57,6.65,3.98,"dorogo"
1.55,"Ideal","F","SI2",62.3,55.5,7.36,7.42,4.61,"dorogo"
1.01,"Very Good","F","VVS1",61.4,58,6.39,6.44,3.94,"dorogo"
1.33,"Premium","G","VS1",60.2,60,7.12,7.2,4.31,"dorogo"
1.59,"Ideal","I","SI1",60.2,57,7.56,7.72,4.6,"dorogo"
1.5,"Ideal","J","VVS1",62.2,59,7.3,7.32,4.55,"dorogo"
1,"Very Good","E","VVS2",59.1,58,6.5,6.57,3.86,"dorogo"
1.5,"Very Good","F","SI2",62.9,55,7.26,7.28,4.57,"dorogo"
1.52,"Very Good","D","SI2",58.6,59,7.43,7.48,4.37,"dorogo"
1.1,"Ideal","F","VVS2",61.2,56,6.68,6.65,4.08,"dorogo"
1.55,"Very Good","H","SI1",61.6,54,7.41,7.47,4.58,"dorogo"
1.63,"Ideal","J","VS1",61.8,56,7.53,7.58,4.67,"dorogo"
1.12,"Very Good","G","IF",61,58,6.7,6.72,4.09,"dorogo"
1.12,"Ideal","G","VVS2",61.6,55,6.68,6.74,4.13,"dorogo"
1.5,"Premium","H","SI1",61,60,7.33,7.27,4.45,"dorogo"
1.51,"Good","H","VS2",64,59,7.19,7.25,4.62,"dorogo"
1.51,"Very Good","H","VS2",62.3,61,7.27,7.3,4.54,"dorogo"
1.54,"Premium","D","SI2",59.9,62,7.51,7.44,4.48,"dorogo"
1.53,"Very Good","I","VS1",59.3,58,7.5,7.54,4.46,"dorogo"
3.11,"Fair","J","I1",65.9,57,9.15,9.02,5.98,"dorogo"
1.5,"Ideal","I","VS2",60,61,7.39,7.42,4.44,"dorogo"
1.5,"Very Good","I","VVS2",63.3,58,7.24,7.21,4.57,"dorogo"
1.5,"Good","I","VS1",57.9,60,7.48,7.44,4.32,"dorogo"
1.5,"Ideal","E","SI1",61.9,57,7.37,7.31,4.54,"dorogo"
1.5,"Premium","I","VS1",61.6,59,7.32,7.26,4.49,"dorogo"
1.52,"Premium","E","SI2",58.1,60,7.59,7.53,4.39,"dorogo"
1.08,"Ideal","G","IF",62.3,56,6.55,6.59,4.09,"dorogo"
1.51,"Ideal","H","SI1",61.3,56,7.4,7.44,4.55,"dorogo"
1.51,"Good","E","SI2",63.2,56,7.26,7.32,4.61,"dorogo"
1.51,"Premium","H","SI1",61.3,60,7.29,7.33,4.48,"dorogo"
1.64,"Premium","J","VS1",60.6,59,7.67,7.61,4.63,"dorogo"
1.23,"Premium","D","VS2",59.3,59,7.03,6.96,4.15,"dorogo"
1.23,"Ideal","D","VS2",62.3,57,6.86,6.82,4.26,"dorogo"
1.23,"Ideal","F","VS1",62.5,54,6.85,6.82,4.27,"dorogo"
1.3,"Very Good","G","VS1",62.5,57,6.92,6.96,4.34,"dorogo"
1.51,"Very Good","G","SI1",62.9,58,7.25,7.28,4.57,"dorogo"
1.05,"Ideal","E","VVS2",61.3,56,6.55,6.59,4.03,"dorogo"
1.7,"Very Good","I","SI1",61.8,58,7.55,7.66,4.7,"dorogo"
1.09,"Ideal","F","VVS2",62.5,55,6.6,6.52,4.1,"dorogo"
1.21,"Premium","F","VS1",61.1,57,6.93,6.89,4.22,"dorogo"
1.57,"Premium","I","VS2",62.5,58,7.5,7.42,4.66,"dorogo"
1.57,"Premium","I","VS2",62.6,58,7.4,7.36,4.62,"dorogo"
2.05,"Premium","I","SI2",62.1,59,8.13,8.07,5.03,"dorogo"
2.05,"Premium","I","SI2",62,58,8.13,8.08,5.02,"dorogo"
2.05,"Premium","I","SI2",62,58,8.13,8.08,5.02,"dorogo"
2.02,"Very Good","G","SI2",63.3,57,8.03,7.96,5.06,"dorogo"
1.53,"Ideal","I","VS2",61.8,57,7.44,7.39,4.58,"dorogo"
2.02,"Fair","J","SI2",64.6,55,7.93,7.84,5.09,"dorogo"
1.1,"Ideal","G","VVS2",61,56,6.69,6.73,4.09,"dorogo"
1.6,"Ideal","G","VS1",62,57,7.47,7.43,4.62,"dorogo"
1.56,"Very Good","I","VS1",62.7,58,7.42,7.37,4.64,"dorogo"
1.05,"Premium","E","VVS2",59.6,60,6.61,6.58,3.93,"dorogo"
1.07,"Ideal","E","VVS2",61.4,56,6.55,6.65,4.05,"dorogo"
1.23,"Ideal","G","VS1",62,57,6.83,6.87,4.25,"dorogo"
1.7,"Ideal","H","SI2",61.9,59,7.59,7.67,4.72,"dorogo"
1,"Good","F","IF",63.2,63,6.24,6.26,3.95,"dorogo"
1,"Very Good","F","VVS1",61.1,57,6.36,6.51,3.93,"dorogo"
1.11,"Ideal","D","VS1",61.9,54,6.63,6.68,4.12,"dorogo"
1.02,"Ideal","F","VVS2",60.9,56,6.54,6.49,3.97,"dorogo"
1.13,"Ideal","G","VVS1",59.6,57,6.89,6.81,4.08,"dorogo"
1.2,"Premium","G","VVS2",61.2,58,6.84,6.88,4.2,"dorogo"
1.21,"Ideal","G","VS2",60.1,57,6.94,6.98,4.18,"dorogo"
1.36,"Very Good","D","SI1",59.5,61,7.21,7.24,4.3,"dorogo"
1.57,"Premium","D","SI2",62.9,61,7.41,7.37,4.65,"dorogo"
1.33,"Premium","G","VS1",62.7,58,7.01,6.96,4.38,"dorogo"
1.53,"Premium","I","VS1",62,57,7.39,7.35,4.57,"dorogo"
1.21,"Very Good","G","VVS2",60.4,56,6.96,6.91,4.19,"dorogo"
1.5,"Good","H","VS1",63.8,61,7.17,7.12,4.56,"dorogo"
1.74,"Ideal","D","SI2",59.7,55,7.9,7.84,4.7,"dorogo"
1.03,"Ideal","F","VVS1",61.3,54,6.56,6.62,4.04,"dorogo"
1.71,"Good","I","SI1",63.2,57,7.49,7.53,4.75,"dorogo"
1.04,"Premium","E","VVS2",62.8,58,6.45,6.42,4.04,"dorogo"
1.66,"Premium","J","VVS2",62.6,59,7.54,7.58,4.73,"dorogo"
1.24,"Very Good","F","VS1",59,60,7,7.07,4.15,"dorogo"
1.18,"Ideal","E","VS1",62.4,54,6.79,6.74,4.22,"dorogo"
1.75,"Ideal","J","VS2",62.1,56,7.74,7.69,4.79,"dorogo"
1.34,"Ideal","G","VS1",62.7,57,7.04,7.1,4.43,"dorogo"
1.31,"Ideal","G","VS1",62.2,56,7.01,7.05,4.37,"dorogo"
1.31,"Ideal","G","VS1",61.5,57,7.02,7.06,4.33,"dorogo"
1.31,"Premium","G","VS1",61.5,59,7,7.06,4.32,"dorogo"
1.51,"Ideal","I","VS2",62.6,55,7.29,7.34,4.58,"dorogo"
